59,59
58,58
40,40
34,34
31,31
75,75
88,88
40,40
41,41
20,20
14,14
80,80
99,99
36,36
74,74
76,76
76,76
28,28
48,48
44,44
72,72
67,67
66,66
76,76
49,49
60,60
91,91
99,99
21,21
58,58
81,81
39,39
35,35
12,12
99,99
29,29
36,36
61,61
71,71
72,72
47,47
93,93
22,22
72,72
37,37
7,7
6,6
6,6
47,47
79,79
78,78
88,88
62,62
9,9
7,7
97,97
20,20
19,19
44,44
46,46
65,65
12,12
31,31
33,33
66,66
57,57
82,82
1,1
15,15
73,73
65,65
89,34
10,9
79,79
43,43
82,82
9,9
24,24
7,7
44,44
47,47
14,14
85,85
42,42
68,68
32,32
33,33
6,6
30,30
69,69
82,82
15,15
91,91
38,38
67,94
30,30
39,79
53,53
1,1
29,29
63,63
97,97
79,79
97,97
54,54
16,16
69,69
68,68
28,28
83,83
29,29
94,10
14,14
36,36
9,9
60,60
43,43
40,40
88,88
93,93
67,67
29,29
47,47
77,77
70,70
41,41
57,57
52,52
90,90
80,80
78,78
71,87
98,98
50,50
4,4
89,89
30,30
15,15
77,77
45,45
60,60
1,1
84,84
16,16
50,50
86,86
32,32
28,28
72,72
1,1
39,39
19,19
5,5
10,9
30,30
26,26
4,4
14,14
16,16
87,87
29,29
43,43
70,70
95,95
26,26
3,3
38,38
26,26
13,13
72,72
65,65
87,87
38,38
54,54
46,30
76,76
11,11
75,75
9,9
1,1
88,88
73,73
84,84
49,49
88,88
94,94
91,91
28,28
96,96
18,18
91,67
14,14
62,62
57,57
12,12
66,66
17,17
8,8
98,98
58,58
49,49
73,73
22,22
65,65
7,7
78,78
94,94
78,78
82,82
81,81
99,8
56,56
42,42
31,31
84,84
2,2
43,43
65,65
89,89
79,79
56,64
22,22
49,49
16,16
65,65
49,49
31,31
50,50
93,93
55,55
39,39
56,56
34,34
38,38
38,38
5,5
62,62
45,45
4,4
8,8
19,19
77,77
2,2
12,12
7,7
53,53
33,33
64,64
36,36
49,49
11,11
56,56
80,80
97,97
59,59
39,39
54,95
27,27
91,91
15,15
87,87
37,37
66,66
65,65
47,47
90,90
61,61
67,67
45,45
60,60
56,56
77,77
70,70
43,43
38,38
78,78
6,6
9,9
15,15
52,52
6,6
55,55
38,38
29,29
79,79
93,93
35,35
96,96
99,99
64,64
15,15
21,21
6,6
22,22
63,63
8,8
36,36
72,72
54,54
34,34
91,91
2,10
44,44
60,60
75,75
13,41
1,1
84,84
80,80
64,64
98,98
50,50
79,79
59,59
29,2
22,22
26,26
60,60
72,72
63,63
49,49
36,36
32,32
42,42
25,25
0,0
92,92
1,1
59,59
54,54
2,2
72,72
67,67
58,58
99,99
42,42
4,4
30,30
48,48
50,50
40,40
36,36
4,7
18,18
96,96
50,50
12,12
84,84
74,74
5,5
43,43
25,25
20,20
21,21
42,42
15,15
26,26
59,59
92,92
97,97
96,96
40,40
26,26
18,18
93,93
41,41
24,24
5,5
19,19
49,49
48,48
76,76
97,97
35,35
66,66
12,12
11,11
0,64
28,28
22,22
80,80
90,90
42,42
32,28
14,14
71,71
59,59
75,75
4,4
2,2
40,40
10,10
6,6
44,44
17,17
25,25
71,71
59,59
79,79
61,61
22,22
84,84
47,47
3,62
51,51
51,51
97,97
6,6
53,53
2,2
87,87
54,54
38,38
53,53
40,40
41,41
67,67
80,80
36,36
85,85
37,88
58,58
43,43
96,96
42,42
53,53
28,28
3,3
27,5
91,91
46,46
32,32
4,4
37,37
11,11
45,45
82,82
28,28
79,79
46,46
0,0
39,39
40,40
83,83
48,48
54,54
59,59
75,75
76,76
13,20
10,10
31,31
50,50
56,56
87,87
23,23
46,46
99,99
14,14
1,1
37,37
56,56
25,25
70,70
18,18
57,57
96,96
65,65
58,58
66,66
78,78
26,26
2,9
45,45
81,81
34,34
63,63
1,1
40,40
54,54
79,79
33,33
16,16
79,79
61,61
56,56
24,24
59,59
49,49
64,64
96,96
32,32
57,57
99,99
61,61
8,8
55,55
10,10
34,34
11,11
51,51
89,89
6,6
94,94
33,33
30,30
12,12
49,49
44,44
61,61
83,83
60,60
93,93
20,20
44,44
83,83
76,76
41,41
37,37
96,96
7,7
96,96
74,74
76,46
74,74
75,75
70,70
9,9
68,68
19,19
79,39
35,35
96,96
11,11
86,86
95,26
64,64
51,51
32,32
84,84
42,42
64,64
34,34
3,3
77,77
63,63
66,23
19,19
22,22
49,49
4,4
53,53
64,64
45,45
30,30
80,80
63,58
73,73
14,9
85,1
71,71
23,23
29,29
38,38
78,78
70,70
89,89
43,43
44,86
47,47
10,9
38,38
72,72
38,38
50,50
28,28
15,15
95,95
33,33
63,63
3,3
29,29
24,66
58,58
82,82
95,95
52,52
82,82
61,61
62,62
82,82
25,25
13,13
68,68
74,74
42,42
65,65
90,90
0,0
2,2
42,42
53,90
59,59
32,67
32,32
80,80
14,14
21,21
81,81
27,27
38,38
0,13
91,91
67,67
1,1
94,94
58,58
31,31
12,12
47,47
95,95
46,46
35,35
80,80
55,55
78,78
55,55
4,4
66,66
67,67
58,58
2,2
96,96
60,60
69,69
51,51
76,76
4,4
97,97
34,34
4,4
56,56
62,62
65,65
34,23
66,66
75,75
7,7
57,57
7,7
15,15
74,74
3,3
75,75
22,22
91,91
80,80
78,78
70,70
6,43
25,25
43,43
58,58
35,35
25,25
46,46
46,46
47,47
96,96
27,27
41,41
45,45
36,36
96,96
45,45
91,91
46,41
33,33
7,7
30,30
31,31
82,82
82,82
92,92
25,25
71,71
23,23
12,12
94,94
12,12
87,87
57,57
24,24
49,49
70,70
17,17
8,8
45,45
41,41
40,40
30,30
71,71
70,70
11,11
0,50
54,54
67,67
86,86
76,76
47,47
93,93
23,23
70,70
88,88
94,94
77,77
15,15
44,44
2,2
19,19
6,43
52,52
95,95
55,55
33,33
19,19
12,12
89,89
88,88
16,16
37,37
40,40
53,53
69,69
35,35
33,33
39,39
6,6
38,38
5,5
14,14
57,57
92,92
35,35
70,70
10,10
30,46
46,46
32,32
40,8
47,47
18,18
44,44
72,72
44,44
80,80
49,49
23,23
26,26
90,90
44,77
78,78
33,33
85,85
67,67
72,72
5,5
76,76
40,9
39,39
40,40
60,60
77,77
17,17
22,22
93,93
7,7
79,79
5,5
8,8
6,6
85,85
21,21
67,67
53,53
79,79
47,47
51,51
62,62
58,58
51,51
15,15
27,27
52,52
98,98
48,48
97,97
66,66
17,17
63,17
68,68
78,78
80,80
62,62
14,14
13,13
96,96
89,89
50,50
98,98
67,67
97,97
87,87
67,67
27,27
72,72
75,75
49,49
65,65
35,35
39,39
30,30
23,23
65,65
69,69
89,89
56,56
46,46
55,55
6,6
29,29
40,40
29,29
0,5
8,8
24,24
81,81
7,7
92,92
83,83
17,17
92,92
7,7
33,33
65,65
90,90
45,45
39,39
47,47
65,65
61,61
37,37
5,5
89,89
10,10
11,11
54,20
85,85
11,11
42,42
6,6
19,19
78,78
61,61
91,91
43,43
15,15
41,9
20,20
8,8
61,61
16,9
5,5
80,80
19,19
65,65
79,79
83,83
85,85
33,33
78,78
18,18
82,82
83,83
19,19
84,94
27,27
23,23
88,64
53,53
33,33
8,8
59,59
70,70
46,46
95,95
33,33
30,30
64,64
42,42
98,98
56,56
94,94
16,16
40,40
4,4
39,39
9,9
39,39
32,32
26,26
12,12
24,24
26,26
76,76
70,70
14,14
18,18
93,93
9,9
77,77
32,32
47,47
18,35
62,62
92,92
98,98
13,13
45,45
2,2
97,97
0,0
80,80
94,94
9,9
26,26
41,41
62,62
12,12
1,1
58,58
21,21
47,47
12,12
52,52
90,90
74,74
17,17
60,60
99,99
96,96
93,93
67,67
22,22
62,62
28,28
54,54
75,75
17,17
72,72
58,58
33,33
77,77
39,39
5,5
22,22
69,69
54,54
73,73
7,7
54,54
73,1
60,60
41,9
87,87
68,68
49,49
14,9
32,32
35,35
16,16
59,59
85,85
61,61
80,9
3,3
17,17
34,34
26,26
32,32
89,89
99,99
49,49
88,88
22,22
15,15
29,29
49,49
17,17
24,24
64,64
53,53
20,20
79,79
31,31
45,45
97,97
30,30
73,73
13,13
98,98
6,6
20,20
44,44
31,31
72,91
45,45
96,96
88,88
49,49
5,5
28,28
71,71
51,51
10,10
85,11
61,61
38,38
19,19
99,99
64,64
31,31
43,43
19,19
85,85
69,69
25,25
71,71
51,51
16,16
68,45
64,64
62,62
42,42
18,31
87,63
92,92
89,89
65,65
88,88
83,83
73,73
88,88
62,62
89,89
82,82
41,41
46,46
93,93
35,35
77,77
62,62
65,65
43,43
57,57
46,46
39,39
57,57
43,43
37,37
97,97
11,11
22,22
33,33
35,35
25,25
8,8
60,60
50,50
51,51
3,3
59,59
75,75
36,36
4,4
77,77
99,99
10,10
42,42
57,57
56,56
80,80
19,19
20,20
56,56
72,72
10,9
43,43
86,86
84,84
36,36
88,88
33,33
9,9
8,8
10,9
86,86
26,26
34,34
59,59
84,84
81,81
42,42
73,73
33,33
95,95
59,59
7,7
94,94
79,79
89,89
26,26
48,48
28,28
71,71
10,9
80,61
77,77
66,66
96,96
29,29
33,33
61,61
37,37
24,24
75,75
17,17
91,91
78,78
45,45
47,47
54,54
39,39
88,88
37,37
2,2
13,13
12,12
13,13
34,9
42,42
10,10
54,54
60,60
97,97
56,56
51,51
20,20
99,99
13,13
16,16
67,67
92,92
66,66
79,79
39,39
31,31
74,74
24,24
88,88
10,10
20,20
13,13
85,85
4,4
52,52
96,96
42,42
10,9
70,70
38,38
59,59
27,27
79,79
6,6
2,87
38,38
35,35
84,84
45,45
86,86
28,28
29,29
45,45
3,3
73,73
45,45
80,80
21,21
95,95
17,17
82,82
36,36
88,88
41,41
53,53
63,63
37,37
0,0
66,66
58,58
35,35
84,84
43,43
42,42
36,36
69,69
58,58
27,27
49,49
60,60
57,57
80,80
32,32
13,13
62,33
27,27
96,96
31,31
20,34
75,75
48,48
65,65
52,52
23,23
10,9
21,21
40,8
46,46
93,37
93,93
69,69
86,86
75,75
56,56
65,65
14,14
9,9
29,29
98,98
46,46
40,40
53,53
64,64
68,68
14,14
5,91
8,8
58,58
53,53
13,13
77,77
26,26
73,73
76,76
16,10
61,61
79,79
80,80
53,53
73,73
95,95
11,11
68,68
76,76
60,60
12,12
63,63
22,22
88,88
21,21
79,79
32,32
74,74
46,46
40,40
80,80
12,12
24,24
41,41
18,62
50,50
20,20
79,79
62,62
14,14
59,59
3,3
45,45
72,72
71,71
27,27
7,7
62,62
69,69
46,78
3,3
81,81
36,36
32,32
63,63
59,59
51,51
70,70
86,86
35,35
65,65
71,71
44,44
75,75
20,20
9,9
76,76
94,94
62,62
63,63
5,5
85,85
36,36
24,24
58,58
8,8
70,30
1,1
39,39
80,80
78,78
25,25
60,60
65,65
92,92
17,17
97,97
96,96
60,60
89,89
0,0
9,9
66,66
82,82
44,44
52,52
39,39
69,69
73,73
42,42
11,11
12,12
14,14
69,69
28,28
55,55
64,64
89,89
27,27
5,5
21,21
63,63
84,84
71,71
59,59
6,6
41,41
32,32
86,86
35,35
26,26
30,30
0,0
1,87
84,84
66,66
94,94
37,37
27,27
41,41
34,34
51,9
54,54
40,40
62,62
52,52
28,94
15,15
47,47
35,35
32,32
39,39
86,86
9,9
3,3
90,90
82,82
5,5
9,9
18,18
51,9
91,91
91,91
80,80
18,18
11,11
32,32
83,83
22,22
85,85
25,25
92,92
83,83
96,96
97,97
76,76
74,90
1,94
65,65
14,14
29,29
0,0
62,62
10,10
47,47
92,92
54,54
98,98
8,8
38,38
53,53
14,14
90,90
91,99
67,67
77,77
26,26
13,13
74,74
48,48
57,57
84,84
25,25
79,79
4,4
99,99
32,67
73,73
26,26
38,38
61,61
12,12
46,46
4,4
56,56
86,86
58,58
69,69
68,68
74,74
77,77
55,55
0,0
37,37
39,39
61,61
38,38
74,74
25,25
56,56
72,72
94,94
42,42
61,61
53,53
93,93
59,59
54,54
61,61
80,80
56,56
96,96
46,46
38,38
83,83
75,75
18,18
1,1
9,9
82,82
45,45
25,25
8,8
22,22
71,71
64,64
71,71
64,64
41,41
75,75
50,50
79,79
0,0
56,56
52,52
72,72
85,85
4,4
33,33
13,13
5,5
19,19
69,69
57,57
11,11
80,80
22,22
26,26
94,94
17,17
57,57
78,78
96,96
94,94
69,69
86,86
93,93
83,83
98,98
92,92
41,89
82,82
35,35
48,48
53,53
20,20
88,88
35,35
60,60
44,77
7,7
90,90
91,91
81,81
5,5
51,51
30,30
98,98
1,1
9,9
71,71
46,46
4,4
55,55
84,84
80,80
55,55
31,31
34,34
29,29
43,43
23,23
3,3
98,98
6,6
96,96
60,60
41,41
67,67
94,94
57,57
67,67
67,67
9,9
52,52
26,26
91,91
14,14
48,48
48,48
81,81
15,15
41,41
98,98
2,2
72,72
78,85
42,42
3,3
50,50
27,27
3,3
85,94
89,89
31,31
64,64
76,76
20,20
48,48
66,66
76,76
77,77
55,55
84,84
86,86
69,69
37,37
83,83
35,35
70,70
36,36
97,97
83,83
47,47
24,24
80,80
26,26
89,89
14,14
17,77
13,13
73,73
28,28
37,37
6,6
30,30
73,73
45,45
54,54
68,68
91,91
23,5
34,34
24,24
98,98
98,98
35,35
44,44
25,25
25,25
60,60
40,40
59,59
15,15
38,38
50,54
82,82
27,27
41,41
8,8
37,37
27,27
15,15
98,98
21,21
46,46
28,28
83,83
95,95
96,96
3,3
84,84
87,87
76,76
0,0
65,65
12,12
20,20
66,26
37,37
36,36
10,9
46,46
30,30
18,18
45,45
69,69
30,30
24,24
15,94
24,24
5,5
33,33
81,81
77,77
81,81
73,73
22,22
41,41
36,36
82,82
66,66
15,15
81,81
78,78
9,9
9,9
64,64
71,71
70,70
32,32
48,48
72,72
35,35
11,11
43,6
39,39
20,20
24,24
47,47
33,33
85,85
40,40
3,3
70,70
62,62
50,50
92,92
79,79
30,30
4,4
62,79
98,98
66,66
89,89
70,46
37,37
93,93
18,18
26,26
36,36
30,30
0,91
18,18
44,44
25,25
33,33
49,49
80,80
93,93
16,16
86,86
59,59
58,58
99,99
72,72
45,45
72,72
12,12
56,56
30,30
10,10
16,16
24,36
38,38
18,18
70,70
23,23
96,96
62,62
87,87
87,87
46,46
40,9
48,48
8,8
67,67
15,15
82,82
12,12
77,77
57,57
78,78
35,35
83,83
82,82
44,44
44,44
52,52
41,41
6,95
48,48
86,86
95,95
53,53
17,17
1,1
51,51
72,72
1,1
77,77
76,76
6,56
54,54
76,76
94,94
57,57
93,93
50,50
14,14
88,88
97,97
25,25
37,37
98,98
81,81
99,99
11,11
11,11
44,44
72,72
28,28
79,79
74,74
38,38
62,62
76,76
55,55
74,74
57,57
25,25
54,54
80,80
53,53
15,15
91,91
60,60
22,22
75,75
97,97
99,99
28,10
16,16
33,33
9,9
75,75
78,78
0,0
63,63
2,2
64,64
38,38
9,9
4,4
2,2
81,81
47,47
88,88
45,45
55,55
50,50
78,78
5,5
1,1
19,19
17,17
42,42
98,98
